1521319789.866000 /muse/acc fff  -308.59424 937.50146 105.46892
1521319794.037000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  14.687713 19.266434 16.749454 15.014876 17.41753 14.361543 11.15439 5.1182866 8.305436 7.0683303 4.5886464 8.032475 7.7951035 -2.0034285 0.7862019 6.4591937 9.563194 7.288142 -0.16617186 1.533749 3.4216924 0.9407388 -0.28332072 -0.4758915 -6.209647 -4.9839644 0.9348453 0.65906274 -1.4775826 -0.7639779 0.80677396 -4.5042267 -3.9236245 -2.4447145 -4.0543294 -16.081182 -8.662065 -5.148717 -8.070745 -5.347162 1.7534462 -1.808803 0.61596155 0.5421847 -2.6429946 -2.8362675 -3.0050495 0.7294139 -0.2249981 -0.5247584 5.439964 1.4653163 -1.664878 -0.051149506 7.2332344 2.332138 -2.5122502 -2.4783683 3.5073693 -1.1994517 -6.051418 -3.1704993 1.4973525 -5.6728115 -4.473689 -4.1430807 -6.2006345 -13.133502 -10.435116 -13.712307 -9.3424835 -10.627161 -12.594202 -7.2752085 -5.205319 -10.971691 -13.730965 -9.594902 -7.870761 -7.5421057 -7.1628985 0.84201413 0.6866837 -3.461683 -3.7197964 3.0711248 2.051811 -4.8733687 -1.2373185 -3.0613697 -8.134595 -2.8002007 -0.3393942 3.3300872 1.1779977 -2.3489163 -0.25446865 -1.7963601 -1.1339206 -0.95050704 -5.8496537 -3.0941586 -3.8545778 -2.2800782 -0.91214484 -10.014468 -14.192665 -4.9050555 1.3231707 -5.1191883 -13.16278 -7.138771 -5.040871 -7.330317 -12.730576 1.3794545 14.898264 13.286078 -4.525189 -10.295876 -9.774535 -9.352439 -10.110704 -7.425025 -6.5022483 -15.510263 -12.719577 -11.018401 -12.7889805
1521319794.037000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  9.814041 15.025752 10.914751 8.819912 5.055116 2.368693 -1.253593 -0.4610542 -3.5038073 -7.147196 -5.3723583 -3.0502944 -5.494895 -11.546734 -10.264801 -12.114722 -9.736071 -9.501177 -11.662376 -11.019685 -9.637868 -6.6852984 -8.665457 -14.923363 -11.755907 -11.783132 -8.014071 -6.9600296 -9.914057 -7.3767967 -7.06843 -10.729273 -14.123316 -10.183934 -12.747562 -14.812006 -18.515392 -17.451944 -16.56291 -12.81192 -7.464008 -12.861491 -8.063885 -8.993825 -15.746938 -9.790228 -10.302042 -9.826231 -9.504724 -15.896492 -11.317165 -8.054908 -9.367916 -9.587405 -4.7805595 -10.586408 -11.064429 -9.259258 -7.502661 -6.3488135 -9.707494 -11.01868 -8.070672 -12.371575 -13.410197 -13.039277 -13.748631 -20.576979 -26.98559 -24.311153 -25.292322 -24.775091 -20.212725 -19.885698 -14.348881 -16.213326 -22.81415 -16.968132 -17.943228 -17.38653 -12.341965 -8.045344 -9.13243 -14.294113 -17.139751 -6.9605303 -7.397428 -8.190994 -8.869592 -12.68918 -17.31525 -12.42289 -13.506691 -8.131165 -10.537856 -8.040768 -6.4767036 -11.35579 -10.954765 -10.965286 -20.254646 -13.348536 -13.702545 -11.60142 -10.106416 -20.838976 -21.611284 -14.912741 -12.505918 -19.288097 -18.567083 -16.042425 -14.08027 -14.582213 -14.764977 -13.191984 -7.993355 -10.260265 -19.066395 -23.655754 -21.49587 -19.895834 -19.46772 -18.156115 -17.169361 -25.525076 -21.393227 -25.466682 -23.829935
1521319794.037000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  5.745436 10.89129 7.7360244 4.0770683 2.2202547 -3.5788615 -4.251264 -6.15338 -8.394519 -7.5781593 -7.793379 -7.1758304 -11.743306 -7.299658 -12.388175 -11.910399 -9.335207 -17.309175 -17.802593 -14.496055 -14.011957 -9.450263 -1.8494802 -3.9952981 -11.128689 -18.153252 -13.7604 -7.259656 -5.551637 -4.2380424 -4.9243865 -10.860835 -13.715921 -7.8619747 -11.172375 -11.443939 -13.073605 -14.175997 -7.9025683 -10.511259 -12.716601 -12.56055 -7.7526417 -9.511951 -14.313165 -8.232745 -8.20336 -10.679633 -16.550056 -9.26229 -10.026707 -9.5525675 -9.430038 -11.695628 -11.408939 -13.039809 -13.874573 -10.071285 -12.2563095 -10.715096 -9.586669 -11.469086 -12.369665 -13.001973 -20.009653 -19.37383 -17.206394 -16.384161 -21.343538 -32.634346 -27.87034 -20.47301 -16.451992 -17.114668 -19.378382 -13.497688 -15.054638 -11.778539 -14.663806 -13.498934 -13.903712 -14.976087 -14.4651575 -11.64077 -12.486985 -12.714495 -12.469558 -10.898562 -13.254686 -13.939748 -20.833908 -18.896992 -16.172575 -13.891559 -17.387249 -11.699581 -11.556626 -14.780627 -17.560638 -22.415297 -19.550535 -18.72785 -15.30713 -10.892218 -11.032517 -12.43815 -18.615938 -21.132719 -19.141237 -19.987274 -16.172543 -17.45862 -24.149265 -19.458456 -19.59435 -18.223835 -13.28147 -19.7237 -24.533983 -24.728369 -21.178793 -19.595274 -18.246674 -16.724197 -18.516459 -19.86087 -20.877926 -21.061495 -23.51716
1521319794.037000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  11.41023 15.11177 12.66211 11.275425 8.863044 7.5370545 7.4689946 -1.8320957 2.5026608 4.6866713 -1.00023 -4.0539274 -7.622049 -4.025823 -2.650539 -3.5996048 -3.7924213 -7.182953 -7.131539 -4.3936076 -3.8173363 -6.904192 -12.015492 -5.442411 -4.4641013 -4.404161 -9.600657 -3.65779 -1.4096923 -8.344634 -3.3045492 -3.907805 -3.7426925 -5.879341 -4.798502 -5.8999643 -9.284823 -12.985907 -10.177423 -10.192092 -10.499423 -7.7893233 -9.152878 -7.874419 -8.762368 -7.5467477 -8.205635 -9.043534 -13.200964 -10.134078 -13.292095 -8.665061 -11.211919 -13.537355 -13.938962 -15.8541 -14.601422 -12.448546 -10.681723 -10.312138 -12.289832 -12.537415 -9.491841 -10.956986 -17.488832 -20.092882 -13.030834 -18.276028 -23.900787 -22.710587 -22.102045 -21.786118 -19.792503 -20.598398 -19.36308 -15.284476 -15.601279 -11.45882 -14.129844 -11.495964 -13.650162 -15.40898 -12.403752 -12.631668 -18.020702 -16.117767 -13.490575 -18.365974 -12.707329 -12.878117 -13.810788 -14.428986 -11.591522 -12.921091 -18.947145 -17.072989 -12.479496 -13.173398 -15.687261 -16.125237 -13.30894 -12.085339 -13.226084 -11.142405 -13.32884 -17.036911 -17.307188 -23.343487 -22.186073 -18.778831 -17.143118 -15.436374 -19.080303 -20.113739 -24.505926 -15.306772 -2.5401258 -4.4758644 -16.51531 -19.468584 -20.826065 -20.088093 -19.10803 -20.320742 -22.717314 -22.082352 -22.480814 -24.827618 -26.279676
1521319794.038000 /muse/elements/low_freqs_absolute ffff  1.5753691 1.8983607 1.4306237 1.9464443
1521319794.038000 /muse/elements/alpha_absolute ffff  1.1117039 0.8018792 0.2710853 1.2355584
1521319794.038000 /muse/elements/beta_absolute ffff  1.3513234 0.4147156 0.42021134 0.87877685
1521319794.038000 /muse/elements/delta_absolute ffff  1.3546958 1.8459424 1.3648657 1.8352392
1521319794.038000 /muse/elements/gamma_absolute ffff  1.0293267 0.13824975 0.16697465 0.3726884
1521319794.038000 /muse/elements/theta_absolute ffff  1.1756601 0.9541134 0.5783234 1.3003676
1521319794.038000 /muse/elements/alpha_session_score ffff  0.0 1.0 0.4716981 0.75609756
1521319794.038000 /muse/elements/beta_session_score ffff  0.17391305 0.7 0.6666667 0.875
1521319794.038000 /muse/elements/delta_session_score ffff  1.0 1.0 1.0 1.0
1521319794.038000 /muse/elements/gamma_session_score ffff  0.0 0.45833334 0.5714286 0.42857143
1521319794.038000 /muse/elements/theta_session_score ffff  0.7222222 1.0 0.9444444 1.0
1521319794.038000 /muse/eeg ffff  796.170471191 814.265258789 838.940002441 827.425109863
1521319794.038000 /muse/eeg ffff  822.49017334 820.845214844 838.940002441 832.360046387
1521319794.038000 /muse/eeg ffff  817.555236816 824.135131836 842.229919434 829.070068359
1521319794.038000 /muse/eeg ffff  829.070068359 819.200195312 843.874938965 837.29498291
1521319794.038000 /muse/acc fff  -320.312988281 933.595214844 105.468917847
1521319794.040000 /muse/acc fff  -320.312988281 933.595214844 105.468917847
1521319794.041000 /muse/acc fff  -324.219268799 933.595214844 105.468917847
1521319794.052000 /muse/acc fff  -324.219268799 933.595214844 101.562660217
1521319794.073000 /muse/eeg ffff  806.040344238 820.845214844 848.809875488 830.715087891
1521319794.073000 /muse/eeg/quantization iiii  1 1 1 1
1521319794.073000 /muse/eeg ffff  865.259643555 824.135131836 850.454833984 835.650024414
1521319794.073000 /muse/eeg ffff  812.620300293 814.265258789 848.809875488 830.715087891
1521319794.073000 /muse/eeg ffff  845.519897461 820.845214844 845.519897461 834.005004883
1521319794.074000 /muse/eeg ffff  792.880554199 815.91027832 842.229919434 832.360046387
1521319794.074000 /muse/eeg ffff  781.365661621 815.91027832 838.940002441 834.005004883
1521319794.074000 /muse/eeg ffff  815.91027832 825.780151367 848.809875488 825.780151367
1521319794.074000 /muse/eeg ffff  820.845214844 824.135131836 848.809875488 814.265258789
1521319794.074000 /muse/eeg ffff  819.200195312 814.265258789 843.874938965 822.49017334
1521319794.074000 /muse/eeg ffff  787.945556641 815.91027832 842.229919434 825.780151367
1521319794.074000 /muse/eeg ffff  832.360046387 822.49017334 842.229919434 830.715087891
1521319794.074000 /muse/eeg ffff  810.975280762 825.780151367 843.874938965 822.49017334
1521319794.074000 /muse/eeg ffff  845.519897461 825.780151367 847.164855957 830.715087891
1521319794.074000 /muse/eeg ffff  810.975280762 825.780151367 850.454833984 827.425109863
1521319794.074000 /muse/eeg ffff  835.650024414 824.135131836 840.584960938 822.49017334
1521319794.074000 /muse/eeg ffff  799.460449219 822.49017334 829.070068359 815.91027832
1521319794.074000 /muse/acc fff  -324.219268799 929.688964844 101.562660217
1521319794.074000 /muse/drlref ff  1632258.125 1648387.125
1521319794.085000 /muse/acc fff  -324.219268799 929.688964844 101.562660217
1521319794.087000 /muse/config s '{"drlref_conversion_factor": 3225.806396484375, "acc_sample_frequency_hz": 50, "battery_percent_remaining": 10, "eeg_downsample": 16, "notch_frequency_hz": 60, "eeg_locations": [45, 2, 4, 55], "eeg_units": 2, "eeg_output_frequency_hz": 220, "eeg_conversion_factor": 1.6449803113937378, "eeg_channel_layout": "TP9 FP1 FP2 TP10 ", "acc_data_enabled": true, "eeg_sample_frequency_hz": 3520, "mac_addr": "0006666C0591", "preset": "14", "drlref_sample_frequency_hz": 10, "serial_number": "1180-NQPC-0591", "filters_enabled": true, "battery_millivolts": 3616, "acc_units": 2, "battery_data_enabled": true, "afe_gain": 1961.0, "compression_enabled": true, "eeg_channel_count": 4, "error_data_enabled": true, "acc_conversion_factor": 3.9062561988830566, "eeg_samples_bitwidth": 10, "drlref_data_enabled": true}'
1521319794.087000 /muse/version s '{"build_number": "56", "firmware_type": "Consumer", "hardware_version": "18.0.0", "firmware_headset_version": "", "protocol_version": "2", "firmware_bootloader_version": "7.6.0"}'
1521319794.118000 /muse/acc fff  -324.219268799 929.688964844 105.468917847
1521319794.140000 /muse/eeg ffff  807.68536377 825.780151367 835.650024414 819.200195312
1521319794.140000 /muse/eeg/quantization iiii  1 1 1 1
1521319794.140000 /muse/eeg ffff  815.91027832 827.425109863 840.584960938 827.425109863
1521319794.140000 /muse/elements/alpha_relative ffff  0.15451229 0.06919483 0.053824227 0.15211836
1521319794.140000 /muse/elements/beta_relative ffff  0.26827645 0.02639043 0.07557839 0.06230191
1521319794.140000 /muse/elements/delta_relative ffff  0.27036777 0.7890983 0.72563 0.59863865
1521319794.140000 /muse/elements/gamma_relative ffff  0.12781619 0.015099994 0.04417347 0.01999011
1521319794.140000 /muse/elements/theta_relative ffff  0.1790273 0.10021644 0.10079395 0.16695094
1521319794.140000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521319794.140000 /muse/elements/is_good iiii  0 1 1 1
1521319794.141000 /muse/elements/blink i  0
1521319794.141000 /muse/elements/jaw_clench i  0
1521319794.141000 /muse/elements/touching_forehead i  1
1521319794.141000 /muse/elements/experimental/concentration f  0.0
1521319794.141000 /muse/elements/experimental/mellow f  0.140294
1521319794.141000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  14.2702 18.725327 16.816734 14.764841 16.675367 14.345294 10.482856 4.2709713 7.7708926 6.3203993 4.404838 7.5690093 7.134452 -1.4927078 0.62272745 5.8018017 9.373488 6.5801663 -1.8648121 0.23325336 2.4576664 -0.24452464 -0.79617405 -0.9559817 -6.933956 -4.304236 1.171258 0.6820607 -2.0393808 -1.549318 0.57392186 -3.2514658 -2.8347526 -2.5092564 -5.552924 -17.708296 -9.969795 -4.8625264 -7.209592 -6.261978 1.1397984 -1.9582336 1.5254809 1.3284382 -2.6648624 -2.7134535 -1.8010348 0.8738291 0.41727072 -0.16036706 4.984713 1.284747 -1.248392 0.16238837 7.376825 2.0789106 -2.2901068 -2.9021962 3.05236 -1.706223 -7.0379505 -4.752043 0.98094445 -6.357406 -4.9861207 -4.831584 -6.371297 -14.512966 -10.666212 -13.766343 -9.253605 -10.846268 -13.904407 -8.790438 -6.5512123 -11.235955 -13.54561 -9.121359 -7.5183644 -9.138584 -9.039578 0.5234578 0.7108915 -3.5431535 -3.57355 3.3882585 2.2322369 -5.2635455 -2.649217 -4.6690345 -9.892503 -3.8616693 -0.5199505 3.3515854 0.8309468 -2.465927 -0.3909781 -2.0431635 -2.0609143 -1.7756388 -5.845245 -3.205171 -3.9190567 -2.1444776 -1.0678325 -9.502137 -12.482156 -4.2557154 1.7265872 -4.929493 -12.519282 -6.371678 -4.8282676 -6.9043055 -11.527875 1.400141 14.939289 13.307004 -4.7091827 -11.18867 -9.751482 -10.480286 -10.485012 -7.052887 -6.0262012 -16.62265 -12.060389 -11.243537 -13.864326
1521319794.142000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  10.229749 15.391088 12.143204 10.384239 6.2173643 3.4964895 0.20297897 0.6291416 -2.4301376 -6.2358522 -6.2537627 -4.021079 -6.933453 -14.63612 -11.458112 -11.486306 -9.214714 -10.990532 -11.563373 -10.9271 -9.67004 -6.762653 -8.430182 -16.01391 -12.315953 -11.159478 -7.5904837 -7.1371207 -9.946337 -7.620287 -7.184915 -11.371 -15.024961 -9.766102 -13.09829 -16.158585 -17.755009 -16.28305 -18.153158 -13.45594 -7.8073816 -13.271619 -7.2477202 -7.6865144 -14.573911 -9.611806 -10.4209385 -9.360442 -8.780296 -15.395497 -12.193204 -7.667705 -9.304947 -9.46104 -4.760816 -11.308155 -10.818436 -9.549008 -8.288757 -6.76093 -10.364525 -11.380648 -8.106012 -12.31033 -13.345294 -12.739128 -13.66248 -20.188892 -25.979979 -24.243883 -26.012135 -24.760487 -19.852589 -20.268784 -15.625623 -16.981125 -22.307032 -16.128134 -16.82043 -16.35035 -12.24651 -8.667996 -9.506205 -14.794575 -16.682907 -6.351337 -7.3597546 -8.260567 -9.628294 -14.281978 -18.988745 -13.500008 -13.571289 -8.300514 -10.993577 -8.386 -6.6839976 -11.55652 -12.001325 -11.904965 -21.515896 -13.34142 -13.594296 -11.354553 -10.154455 -20.838585 -21.500822 -14.20645 -11.422879 -17.87575 -18.948578 -15.728275 -13.59836 -14.302115 -14.684242 -13.246448 -7.9852414 -10.587601 -18.843367 -23.40549 -20.751402 -19.839186 -19.363348 -17.533087 -17.013659 -26.143507 -21.767887 -24.94048 -23.471418
1521319794.143000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  6.0333624 11.62853 9.12694 5.707925 3.533449 -2.954766 -3.8551579 -5.6863956 -7.4100475 -7.5123196 -9.139782 -8.109665 -11.116901 -7.5041122 -12.690714 -12.660331 -9.707917 -16.862885 -15.942392 -14.090941 -13.989332 -8.80514 -1.8068641 -4.171141 -12.073564 -17.983622 -13.452063 -7.852532 -5.5101457 -4.4731417 -5.264863 -10.730699 -13.893312 -7.823647 -10.656676 -11.121565 -13.682209 -15.001277 -8.679308 -11.909702 -13.236929 -13.412622 -7.399858 -8.77495 -13.282377 -7.9389033 -8.094788 -9.912279 -16.145525 -9.381273 -10.056136 -8.777804 -9.593789 -12.056437 -11.215565 -13.782937 -14.188781 -10.66335 -12.441415 -10.811277 -10.359194 -12.113014 -12.263663 -13.02116 -19.744055 -18.075464 -16.337826 -16.739983 -21.454643 -32.68662 -27.803486 -21.446085 -16.961237 -17.116499 -20.552843 -13.93833 -15.121946 -11.6272545 -14.129101 -13.050452 -13.999974 -15.795711 -14.356601 -12.14768 -12.616271 -13.42153 -13.626669 -11.018463 -13.663981 -14.150964 -20.360401 -19.0569 -16.247503 -13.805307 -16.288847 -11.289716 -11.545898 -14.150673 -17.680008 -21.978413 -19.713299 -18.310612 -15.40656 -10.974998 -10.55152 -11.638848 -18.364525 -20.674038 -18.709084 -20.06404 -16.524845 -16.899305 -24.017115 -19.557896 -18.464113 -18.237417 -13.08516 -19.911966 -24.25858 -24.518244 -20.880842 -19.06366 -18.384398 -17.153454 -18.657671 -19.93032 -20.841179 -21.075563 -22.587172
1521319794.143000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  11.412625 15.9546995 13.166033 11.367847 8.459482 7.7608933 7.0645566 -1.9693261 2.7279649 4.6318507 -1.4201753 -5.6973634 -10.2947235 -4.329239 -3.118637 -3.953808 -4.233936 -7.561904 -7.1557317 -3.9427037 -3.7326317 -6.6222034 -9.179801 -5.7393203 -5.018168 -5.1319904 -9.470025 -3.9658155 -1.2365624 -7.8290796 -3.5971532 -3.670891 -3.8163621 -5.729506 -4.966909 -6.1383605 -9.564554 -13.326301 -10.865882 -10.369349 -10.736294 -7.9216814 -8.65736 -8.598196 -9.273165 -7.0816264 -8.216715 -8.928881 -13.230969 -10.093942 -13.8937435 -8.796396 -11.73365 -13.432765 -14.324624 -15.570354 -14.0873995 -12.305074 -10.215595 -10.430481 -12.512823 -12.249638 -9.327774 -11.31741 -16.690208 -20.145527 -13.385034 -18.439833 -22.711592 -22.173977 -22.146307 -23.20928 -20.221058 -19.009962 -18.754541 -16.085304 -15.455003 -11.942884 -14.135155 -11.200877 -13.715286 -14.534266 -13.043173 -12.903128 -19.343102 -16.246769 -12.667843 -16.794998 -13.066502 -12.476783 -12.885293 -14.71788 -11.738162 -13.6702 -18.3832 -17.119358 -12.234077 -11.607036 -15.759609 -16.525225 -13.399172 -12.768269 -14.01509 -11.591507 -13.146162 -18.74386 -17.376707 -22.10399 -21.73859 -18.422562 -17.309282 -15.009308 -19.40066 -18.752441 -22.977901 -14.977601 -2.3819416 -4.510216 -16.793518 -19.492804 -20.050241 -18.762596 -18.827124 -19.373056 -21.514294 -19.915197 -21.333076 -25.582838 -27.730442
1521319794.143000 /muse/elements/low_freqs_absolute ffff  1.5753691 1.910861 1.4573103 1.9373728
1521319794.143000 /muse/elements/alpha_absolute ffff  1.1117039 0.8018792 0.2710853 1.2355584
1521319794.144000 /muse/elements/beta_absolute ffff  1.3513234 0.38325202 0.4185051 0.8478781
1521319794.144000 /muse/elements/delta_absolute ffff  1.3546958 1.8589367 1.4008226 1.8305415
1521319794.144000 /muse/elements/gamma_absolute ffff  1.0293267 0.14078233 0.18526903 0.35419193
1521319794.144000 /muse/elements/theta_absolute ffff  1.1756601 0.96274453 0.54354197 1.2759656
1521319794.144000 /muse/elements/alpha_session_score ffff  0.0 1.0 0.48076922 0.75609756
1521319794.144000 /muse/elements/beta_session_score ffff  0.17391305 0.6 0.6666667 0.78125
1521319794.144000 /muse/elements/delta_session_score ffff  1.0 1.0 1.0 1.0
1521319794.144000 /muse/elements/gamma_session_score ffff  0.0 0.45833334 0.63414633 0.3939394
1521319794.144000 /muse/elements/theta_session_score ffff  0.7222222 1.0 0.8888889 0.9607843
1521319794.144000 /muse/eeg ffff  852.09979248 834.005004883 847.164855957 825.780151367
1521319794.144000 /muse/eeg ffff  894.86932373 840.584960938 855.389770508 834.005004883
1521319794.144000 /muse/eeg ffff  865.259643555 838.940002441 848.809875488 838.940002441
1521319794.144000 /muse/eeg ffff  873.484558105 829.070068359 840.584960938 840.584960938
1521319794.144000 /muse/eeg ffff  827.425109863 830.715087891 843.874938965 850.454833984
1521319794.144000 /muse/eeg ffff  858.679748535 827.425109863 838.940002441 857.034729004
1521319794.145000 /muse/eeg ffff  860.324707031 832.360046387 838.940002441 845.519897461
